P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
317527,109,고척근린시장,307,배추(2.5~3kg),1포기,3000,Jul-12,국내산,1,전통시장,530000,구로구
317528,109,고척근린시장,308,무(1kg),1개,1500,Jul-12,국내산,1,전통시장,530000,구로구
317529,109,고척근린시장,272,양파(작은망),1망,2000,Jul-12,국내산,1,전통시장,530000,구로구
317530,109,고척근린시장,310,상추(100g),100g,500,Jul-12,국내산,1,전통시장,530000,구로구
317531,109,고척근린시장,311,오이(다다기),1개,400,Jul-12,국내산,1,전통시장,530000,구로구
317532,109,고척근린시장,312,애호박,1개,500,Jul-12,국내산,1,전통시장,530000,구로구
317533,109,고척근린시장,82,"쇠고기(육우,불고기)",600g,12600,Jul-12,음성농협축산,1,전통시장,530000,구로구
317534,109,고척근린시장,202,돼지고기(생삼겹살),600g,12000,Jul-12,음성농협,1,전통시장,530000,구로구
317535,109,고척근린시장,283,닭고기(육계),1마리,4500,Jul-12,국내산,1,전통시장,530000,구로구
317536,109,고척근린시장,181,달걀(왕란),10개,1833,Jul-12,국내산,1,전통시장,530000,구로구
317537,109,고척근린시장,260,"조기(냉동,수입산)",1마리,2500,Jul-12,부세조기,1,전통시장,530000,구로구
317538,109,고척근린시장,152,"명태(러시아,냉동)",1마리,1500,Jul-12,,1,전통시장,530000,구로구
317539,109,고척근린시장,254,"오징어(생물,국산)",1마리,2000,Jul-12,,1,전통시장,530000,구로구
317540,109,고척근린시장,266,"고등어(생물,국산)",1마리,2000,Jul-12,,1,전통시장,530000,구로구
317541,56,롯데백화점,305,"사과(부사, 300g)",1개,4500,Jul-12,프레가부사사과(문경세척사과),2,대형마트,140000,중구
317542,56,롯데백화점,306,"배(신고, 600g)",1개,6660,Jul-12,프레가국산배3입20000,2,대형마트,140000,중구
317543,56,롯데백화점,307,배추(2.5~3kg),1포기,5500,Jul-12,프레가국내산,2,대형마트,140000,중구
317544,56,롯데백화점,308,무(1kg),1포기,4500,Jul-12,프레가국내산,2,대형마트,140000,중구
317545,56,롯데백화점,309,양파(1.5kg망),1망,4800,Jul-12,국내산,2,대형마트,140000,중구
317546,56,롯데백화점,23,상추,1봉지(100g),1834,Jul-12,프레가(유기농적상추),2,대형마트,140000,중구
317547,56,롯데백화점,311,오이(다다기),1개,500,Jul-12,프레가백오이5입2500,2,대형마트,140000,중구
317548,56,롯데백화점,312,애호박,1개,1500,Jul-12,프레가진주남강논개애호박,2,대형마트,140000,중구
317549,56,롯데백화점,58,"쇠고기(한우,불고기)",600g(1등급),33000,Jul-12,한우앞다리100g5500)1++급도드람Lpc국내산한우22일까지행사,2,대형마트,140000,중구
317550,56,롯데백화점,99,돼지고기(생삼겹살),600g,23460,Jul-12,청정(제주축협공판장)100g3910,2,대형마트,140000,중구
317551,56,롯데백화점,283,닭고기(육계),1마리(1120g),14000,Jul-12,(주)하림(친환경토종닭),2,대형마트,140000,중구
317552,56,롯데백화점,134,달걀(왕란),10개,4200,Jul-12,국내산씨제이 프레시안,2,대형마트,140000,중구
317553,56,롯데백화점,303,조기,1마리,9000,Jul-12,국내산백조기,2,대형마트,140000,중구
317554,56,롯데백화점,302,명태,1마리(45cm),0,Jul-12,러시아(입고안됨),2,대형마트,140000,중구
317555,56,롯데백화점,254,"오징어(생물,국산)",1마리,2500,Jul-12,국내산생물오징어3마리7500작은,2,대형마트,140000,중구
317556,56,롯데백화점,316,"고등어(30cm,국산)",1마리,7000,Jul-12,국내산제주)행사,2,대형마트,140000,중구
317557,78,자양골목시장,305,"사과(부사, 300g)",1개,5000,Jul-12,부사,1,전통시장,215000,광진구
317558,78,자양골목시장,281,"배(중품),신고",1개,3000,Jul-12,신고,1,전통시장,215000,광진구
317559,78,자양골목시장,307,배추(2.5~3kg),1포기,3334,Jul-12,햇배추,1,전통시장,215000,광진구
317560,78,자양골목시장,133,무(세척무),1개,2200,Jul-12,햇무,1,전통시장,215000,광진구
317561,78,자양골목시장,309,양파(1.5kg망),1망,2700,Jul-12,무안,1,전통시장,215000,광진구
317562,78,자양골목시장,310,상추(100g),1봉지(100g),530,Jul-12,국산,1,전통시장,215000,광진구
317563,78,자양골목시장,311,오이(다다기),1개,350,Jul-12,백오이,1,전통시장,215000,광진구
317564,78,자양골목시장,119,호박(인큐베이터),1개,700,Jul-12,너브내,1,전통시장,215000,광진구
317565,78,자양골목시장,58,"쇠고기(한우,불고기)",600g(1등급),15000,Jul-12,축협,1,전통시장,215000,광진구
317566,78,자양골목시장,99,돼지고기(생삼겹살),600g,9900,Jul-12,축협,1,전통시장,215000,광진구
317567,78,자양골목시장,283,닭고기(육계),1마리(1.2kg),5000,Jul-12,하림,1,전통시장,215000,광진구
317568,78,자양골목시장,181,달걀(왕란),10개,3500,Jul-12,목초,1,전통시장,215000,광진구
317569,78,자양골목시장,258,"조기(생물,국산)",1마리(20cm),833,Jul-12,제주,1,전통시장,215000,광진구
317570,78,자양골목시장,152,"명태(러시아,냉동)",1마리(45cm),3000,Jul-12,,1,전통시장,215000,광진구
317571,78,자양골목시장,256,"오징어(냉동,국산)",1마리(25cm),2500,Jul-12,,1,전통시장,215000,광진구
317572,78,자양골목시장,266,"고등어(생물,국산)",1마리(25cm),4000,Jul-12,국산(대),1,전통시장,215000,광진구
317573,212,노룬산골목시장,305,"사과(부사, 300g)",1개 ,2500,Jul-12,,1,전통시장,215000,광진구
317574,212,노룬산골목시장,306,"배(신고, 600g)",1개,5000,Jul-12,,1,전통시장,215000,광진구
317575,212,노룬산골목시장,307,배추(2.5~3kg),1포기,3333,Jul-12,,1,전통시장,215000,광진구
317576,212,노룬산골목시장,308,무(1kg),1개,2500,Jul-12,햇무,1,전통시장,215000,광진구
317577,212,노룬산골목시장,309,양파(1.5kg망),1망,2000,Jul-12,무안,1,전통시장,215000,광진구
317578,212,노룬산골목시장,310,상추(100g),1봉지(100g),500,Jul-12,국산,1,전통시장,215000,광진구
317579,212,노룬산골목시장,311,오이(다다기),1개,333,Jul-12,백오이,1,전통시장,215000,광진구
317580,212,노룬산골목시장,312,애호박,1개,700,Jul-12,바이오,1,전통시장,215000,광진구
317581,212,노룬산골목시장,58,"쇠고기(한우,불고기)",600g(1등급),18504,Jul-12,민속 lpc,1,전통시장,215000,광진구
317582,212,노룬산골목시장,99,돼지고기(생삼겹살),600g,16002,Jul-12,팜스코,1,전통시장,215000,광진구
317583,212,노룬산골목시장,283,닭고기(육계),1마리(1.15kg),5000,Jul-12,하림(올품),1,전통시장,215000,광진구
317584,212,노룬산골목시장,181,달걀(왕란),10개,2500,Jul-12,소가,1,전통시장,215000,광진구
317585,212,노룬산골목시장,258,"조기(생물,국산)",1마리,1000,Jul-12,,1,전통시장,215000,광진구
317586,212,노룬산골목시장,265,"명태(생물,수입산)",1마리(45cm),2000,Jul-12,,1,전통시장,215000,광진구
317587,212,노룬산골목시장,254,"오징어(생물,국산)",1마리(25cm),2500,Jul-12,,1,전통시장,215000,광진구
317588,212,노룬산골목시장,266,"고등어(생물,국산)",1마리(30cm)  ,5000,Jul-12,대,1,전통시장,215000,광진구
317605,25,방학도깨비 시장,305,"사과(부사, 300g)",1개,3000,Jul-12,경북의성,1,전통시장,320000,도봉구
317606,25,방학도깨비 시장,306,"배(신고, 600g)",1개,4000,Jul-12,나주,1,전통시장,320000,도봉구
317607,25,방학도깨비 시장,307,배추(2.5~3kg),1포기(2.7kg),4000,Jul-12,"햇배주,전라도,3포기12,000원",1,전통시장,320000,도봉구
317608,25,방학도깨비 시장,308,무(1kg),1개(2.1kg),2000,Jul-12,"제주도,흙무",1,전통시장,320000,도봉구
317609,25,방학도깨비 시장,309,양파(1.5kg망),1망(1.7kg),2000,Jul-12,"햇양파,무안",1,전통시장,320000,도봉구
317610,25,방학도깨비 시장,310,상추(100g),1봉지,500,Jul-12,"남양주,400g 2,000원",1,전통시장,320000,도봉구
317611,25,방학도깨비 시장,311,오이(다다기),1개,500,Jul-12,"남양주,4개2,000원",1,전통시장,320000,도봉구
317612,25,방학도깨비 시장,312,애호박,1개,333,Jul-12,"남양주,노지호박,3개1,000원",1,전통시장,320000,도봉구
317613,25,방학도깨비 시장,58,"쇠고기(한우,불고기)",600g(1등급),15000,Jul-12,"전라도,100g2,500원",1,전통시장,320000,도봉구
317614,25,방학도깨비 시장,52,돼지고기(삼겹살),600g,11000,Jul-12,"도드람포크, 전라도,100g2,000원",1,전통시장,320000,도봉구
317615,25,방학도깨비 시장,283,닭고기(육계),1마리(1kg),5000,Jul-12,충북제천,1,전통시장,320000,도봉구
317616,25,방학도깨비 시장,181,달걀(왕란),10개,1267,Jul-12,"철원, 30개3,800원",1,전통시장,320000,도봉구
317617,25,방학도깨비 시장,259,"조기(냉동,국산)",1마리(17cm),769,Jul-12,"여수13마리10,000원",1,전통시장,320000,도봉구
317618,25,방학도깨비 시장,152,"명태(러시아,냉동)",1마리(48cm),3000,Jul-12,,1,전통시장,320000,도봉구
317619,25,방학도깨비 시장,256,"오징어(냉동,국산)",1마리,2000,Jul-12,속초,1,전통시장,320000,도봉구
317620,25,방학도깨비 시장,266,"고등어(생물,국산)","1마리(중,31cm)",3000,Jul-12,부산,1,전통시장,320000,도봉구
317621,27,이마트 창동점,305,"사과(부사, 300g)",1개,2980,Jul-12,경북,2,대형마트,320000,도봉구
317622,27,이마트 창동점,306,"배(신고, 600g)",1개,4267,Jul-12,"성환,3개12,800원",2,대형마트,320000,도봉구
317623,27,이마트 창동점,26,배추,1포기(2.5kg),2980,Jul-12,"햇배주,전남",2,대형마트,320000,도봉구
317624,27,이마트 창동점,25,무,1개(2kg),2380,Jul-12,"전라도,햇무",2,대형마트,320000,도봉구
317625,27,이마트 창동점,24,양파,1망(1.7kg),3780,Jul-12,"무안,햇양파",2,대형마트,320000,도봉구
317626,27,이마트 창동점,310,상추(100g),1봉지(235g),1380,Jul-12,경기도,2,대형마트,320000,도봉구
317627,27,이마트 창동점,311,오이(다다기),1개,330,Jul-12,"경기도,5개1,650원",2,대형마트,320000,도봉구
317628,27,이마트 창동점,312,애호박,1개,680,Jul-12,경기양주,2,대형마트,320000,도봉구
317629,27,이마트 창동점,58,"쇠고기(한우,불고기)",600g(1등급),15000,Jul-12,"전북진안,100g2,500원",2,대형마트,320000,도봉구
317630,27,이마트 창동점,52,돼지고기(삼겹살),600g,11700,Jul-12,"경상도,100g1,950원",2,대형마트,320000,도봉구
317631,27,이마트 창동점,283,닭고기(육계),1마리(1kg),6480,Jul-12,"경북상주,올품,절단",2,대형마트,320000,도봉구
317632,27,이마트 창동점,181,달걀(왕란),10개,2120,Jul-12,"난이생생, 15개 3,180원",2,대형마트,320000,도봉구
317633,27,이마트 창동점,259,"조기(냉동,국산)",1마리(17cm),990,Jul-12,"제주,3마리2,970원",2,대형마트,320000,도봉구
317634,27,이마트 창동점,152,"명태(러시아,냉동)",1마리(40cm),1980,Jul-12,절단,2,대형마트,320000,도봉구
317635,27,이마트 창동점,254,"오징어(생물,국산)",1마리,1980,Jul-12,"동해,2마리3,960원",2,대형마트,320000,도봉구
317636,27,이마트 창동점,268,"고등어(냉동,국산)",1마리(중30cm),2980,Jul-12,부산,2,대형마트,320000,도봉구
317637,213,화곡본동시장,50,사과(부사),1개(300g),2500,Jul-12,청송,1,전통시장,500000,강서구
317638,213,화곡본동시장,284,배(중품),1개(400g),3500,Jul-12,나주,1,전통시장,500000,강서구
317639,213,화곡본동시장,307,배추(2.5~3kg),1포기,3500,Jul-12,전라도,1,전통시장,500000,강서구
317640,213,화곡본동시장,308,무(1kg),1개,2500,Jul-12,전라도,1,전통시장,500000,강서구
317641,213,화곡본동시장,272,양파(작은망),1망(1.5kg),2000,Jul-12,무안,1,전통시장,500000,강서구
317642,213,화곡본동시장,310,상추(100g),100g,500,Jul-12,일산,1,전통시장,500000,강서구
317643,213,화곡본동시장,311,오이(다다기),1개,350,Jul-12,상주,1,전통시장,500000,강서구
317644,213,화곡본동시장,119,호박(인큐베이터),1개(하우스),500,Jul-12,청원군,1,전통시장,500000,강서구
317645,213,화곡본동시장,58,"쇠고기(한우,불고기)",600g(1+등급),24000,Jul-12,정읍,1,전통시장,500000,강서구
317646,213,화곡본동시장,99,돼지고기(생삼겹살),600g,13000,Jul-12,김해,1,전통시장,500000,강서구
317647,213,화곡본동시장,283,닭고기(육계),1마리(1kg),5000,Jul-12,하림,1,전통시장,500000,강서구
317648,213,화곡본동시장,134,달걀(왕란),10개,1670,Jul-12,용인,1,전통시장,500000,강서구
317649,213,화곡본동시장,260,"조기(냉동,수입산)",1마리(20cm),1000,Jul-12,중국(냉동),1,전통시장,500000,강서구
317650,213,화곡본동시장,152,"명태(러시아,냉동)",1마리(45cm),2500,Jul-12,러시아(냉동),1,전통시장,500000,강서구
317651,213,화곡본동시장,256,"오징어(냉동,국산)",1마리(25cm),2000,Jul-12,속초(생물),1,전통시장,500000,강서구
317652,213,화곡본동시장,266,"고등어(생물,국산)",1마리(20cm),2000,Jul-12,부산(생물),1,전통시장,500000,강서구
317653,42,이마트 가양점,279,사과(중품),1개(300g),2480,Jul-12,의성(당찬),2,대형마트,500000,강서구
317654,42,이마트 가양점,284,배(중품),1개(600g),3200,Jul-12,의성(당찬),2,대형마트,500000,강서구
317655,42,이마트 가양점,307,배추(2.5~3kg),1포기,2980,Jul-12,전라도,2,대형마트,500000,강서구
317656,42,이마트 가양점,25,무,1개,2300,Jul-12,전라도,2,대형마트,500000,강서구
317657,42,이마트 가양점,272,양파(작은망),1망(8입),3780,Jul-12,무안,2,대형마트,500000,강서구
317658,42,이마트 가양점,310,상추(100g),1봉지(158g),1380,Jul-12,예냉적상추,2,대형마트,500000,강서구
317659,42,이마트 가양점,22,오이,1개,300,Jul-12,상주(행사),2,대형마트,500000,강서구
317660,42,이마트 가양점,119,호박(인큐베이터),1개,690,Jul-12,진주(행사),2,대형마트,500000,강서구
317661,42,이마트 가양점,58,"쇠고기(한우,불고기)",600g(1등급),15000,Jul-12,부천(행사),2,대형마트,500000,강서구
317662,42,이마트 가양점,99,돼지고기(생삼겹살),600g,11700,Jul-12,영남,2,대형마트,500000,강서구
317663,42,이마트 가양점,283,닭고기(육계),1마리(1kg),6480,Jul-12,마니커,2,대형마트,500000,강서구
317664,42,이마트 가양점,134,달걀(왕란),10개,2120,Jul-12,난이생생왕란,2,대형마트,500000,강서구
317665,42,이마트 가양점,259,"조기(냉동,국산)",1마리(20cm),1980,Jul-12,남해(냉동),2,대형마트,500000,강서구
317666,42,이마트 가양점,152,"명태(러시아,냉동)",1마리(45cm),1480,Jul-12,fjtldk(sodehd),2,대형마트,500000,강서구
317667,42,이마트 가양점,256,"오징어(냉동,국산)",1마리(25cm),2000,Jul-12,속초(생물),2,대형마트,500000,강서구
317668,42,이마트 가양점,266,"고등어(생물,국산)",1마리(25cm),3580,Jul-12,부산(생물),2,대형마트,500000,강서구
317669,26,신창시장,305,"사과(부사, 300g)",1개,3000,Jul-12,경북,1,전통시장,320000,도봉구
317670,26,신창시장,306,"배(신고, 600g)",1개,3000,Jul-12,나주,1,전통시장,320000,도봉구
317671,26,신창시장,307,배추(2.5~3kg),1포기(2.4kg),2667,Jul-12,"전라도,햇배추,3포기8,000원",1,전통시장,320000,도봉구
317672,26,신창시장,308,무(1kg),1개(2kg),1500,Jul-12,제주도.햇무,1,전통시장,320000,도봉구
317673,26,신창시장,24,양파,1망(1.5kg),1500,Jul-12,무안,1,전통시장,320000,도봉구
317674,26,신창시장,310,상추(100g),1봉지,375,Jul-12,"남양주, 400g1,500원",1,전통시장,320000,도봉구
317675,26,신창시장,311,오이(다다기),1개,333,Jul-12,"홍천,3개1,000원",1,전통시장,320000,도봉구
317676,26,신창시장,312,애호박,1개,333,Jul-12,"경기도,노지호박,3개1,000원",1,전통시장,320000,도봉구
317677,26,신창시장,58,"쇠고기(한우,불고기)",600g(1+등급),17400,Jul-12,"전북정읍,100g2,900원",1,전통시장,320000,도봉구
317678,26,신창시장,99,돼지고기(생삼겹살),600g,11700,Jul-12,"충청도,100g1,950원",1,전통시장,320000,도봉구
317679,26,신창시장,283,닭고기(육계),1마리(1kg),5000,Jul-12,"체리부로, 충북진천",1,전통시장,320000,도봉구
